TermID	Name	Value	LogSize	Frequency	Uniqueness	Dispensability	PC_0	PC_1	Representative
"GO:0006270"	"DNA replication initiation"	-2.8927900303521317	4.892550928862525	0.22167343356281313	0.8643471071859341	0.14426908	6.68236539796239	-3.2266592528109523	null
"GO:0006261"	"DNA-templated DNA replication"	-1.4530873568187574	5.475047622707141	0.8476458685064114	0.8492128336544804	0.76042064	null	null	6270
"GO:0006413"	"translational initiation"	-1.8745187342994059	5.267795724946364	0.5259708337369472	0.8830862689699946	0.56205624	3.978829075752321	-6.039135219621664	null
"GO:0006414"	"translational elongation"	-3.721246399047171	5.223630906916524	0.4751126494303395	0.8840217074457163	0	4.18305638578123	-6.136388493702634	null
"GO:0006429"	"leucyl-tRNA aminoacylation"	-1.409381051793422	4.121953583545299	0.03759144905681547	0.8460263398455763	0.45001169	4.569297318509176	-4.783869904339253	null
"GO:0006457"	"protein folding"	-2.099086932262331	5.602053476861875	1.1355876808838297	0.8776640984036639	0.35020084	4.445925661653707	-5.962338000807641	null
"GO:0006526"	"L-arginine biosynthetic process"	-1.5406075122407692	4.977444652948287	0.2695307749079335	0.857620607411217	0.16079297	2.5285882265027646	-3.7002809058215616	null
"GO:1901607"	"alpha-amino acid biosynthetic process"	-1.3039058400047767	5.928414801012941	2.4075902191938345	0.8290256836639794	0.73230874	null	null	6526
"GO:0006534"	"cysteine metabolic process"	-1.479123618311658	4.941407070163352	0.24806779213703056	0.8702317387109946	0.54631459	1.8128762162162784	-3.101091233820143	null
"GO:0006891"	"intra-Golgi vesicle-mediated transport"	-1.4255057317146727	4.7467976123495275	0.1584740341629363	0.9862869149653402	0.23300897	-3.1544279752956523	1.3788714245367828	null
"GO:0007436"	"larval salivary gland morphogenesis"	-2.027334407733889	1.806179973983887	0.00017885818975752393	0.8651371822892509	0.2893523	-4.86115638455976	-4.678257078533362	null
"GO:0002168"	"instar larval development"	-1.7340036295049208	2.606381365110605	0.0011441246106711452	0.8689222182631788	0.7080834	null	null	7436
"GO:0007498"	"mesoderm development"	-1.4088240496882087	4.21532025132993	0.04660817303570271	0.8952337097966443	0.46337943	-4.240201866849289	-5.569952645018979	null
"GO:0008053"	"mitochondrial fusion"	-1.3979400086720375	4.053654558290748	0.03212065966534326	0.9530323626220143	0.35773519	-6.783327058440434	1.4681962401614286	null
"GO:0009142"	"nucleoside triphosphate biosynthetic process"	-1.3022477258322454	5.298767955079484	0.5648511973675708	0.781328303969998	0.66772993	4.312101654468628	-2.7642561033142226	null
"GO:0006754"	"ATP biosynthetic process"	-1.3082997917098385	5.082278996529361	0.34311814440817184	0.7814112627985647	0.81065943	null	null	9142
"GO:0009145"	"purine nucleoside triphosphate biosynthetic process"	-1.35222594973117	5.172191207062769	0.42204286941228564	0.7836747937747448	0.92385842	null	null	9142
"GO:0009607"	"response to biotic stimulus"	-1.8119156262850618	5.678288879818125	1.3534937363861945	0.958730310715815	0.31425691	6.752838142378797	2.4395861602603053	null
"GO:0009636"	"response to toxic substance"	-1.904830648568245	5.610796390971142	1.1586802604947455	0.9437824251741316	-0	6.288695758027444	2.8363137970552015	null
"GO:0010976"	"positive regulation of neuron projection development"	-1.5477534254795628	4.253265293690157	0.05086386234437776	0.9139601618992439	0.15155353	1.3397227089434505	6.134255123503006	null
"GO:0016072"	"rRNA metabolic process"	-2.3819519032879075	5.779015360002962	1.7068011195727755	0.8620825029729413	0.32684345	6.0965523912021355	-4.056643654399694	null
"GO:0016203"	"muscle attachment"	-1.7872798455821577	3.001300933020418	0.0028446969228101424	0.8658203151171283	0.34656231	-5.244041284559382	-4.463584740623172	null
"GO:0016925"	"protein sumoylation"	-1.7223907856959089	4.365993119934445	0.0659390526239405	0.917947370556293	0.25421467	2.866734108738082	-7.277754356520877	null
"GO:0018208"	"peptidyl-proline modification"	-1.4399737510871076	1.6812412373755872	0.00013343388759688295	0.9412184033869517	0.42143143	1.9152998750509753	-7.731281728783459	null
"GO:0019627"	"urea metabolic process"	-1.490797477668897	4.483273407582981	0.08638282761511398	0.9100224528807034	0.25470688	1.4293780331344046	-1.6076188313392756	null
"GO:0019693"	"ribose phosphate metabolic process"	-2.9136401693252516	5.855217406998195	2.0341598701500896	0.8719908547083054	0.06001262	3.3837854697314773	0.5359389643278338	null
"GO:0030866"	"cortical actin cytoskeleton organization"	-1.3226668485800983	4.5375924475173415	0.0978922101750664	0.9495505226961412	0.38812784	-6.520308481499332	1.7155106427721947	null
"GO:0032071"	"regulation of endodeoxyribonuclease activity"	-1.466863711721361	0.6020599913279624	8.517056655120187E-06	0.9600081294268259	0.07308692	-0.29389362781637907	-8.437111807498505	null
"GO:0032101"	"regulation of response to external stimulus"	-1.8629625452104874	5.234375532578953	0.4870138165964275	0.8596799185882766	0.66401586	-0.30869309603421796	5.183946525475542	null
"GO:0032200"	"telomere organization"	-1.9974020192800914	4.859618578772181	0.2054853478803147	0.9396018633842609	0.00306722	-6.379822196338349	2.360156226542041	null
"GO:0000723"	"telomere maintenance"	-1.4889191544608815	4.859264422603913	0.2053178457660973	0.8175321987703887	0.72340318	null	null	32200
"GO:0033119"	"negative regulation of RNA splicing"	-1.584025588623434	3.5476516583599693	0.010016058626421341	0.9133555126987192	0.31584506	-2.727593610720787	4.774383173917361	null
"GO:0034982"	"mitochondrial protein processing"	-1.9714287473074623	4.3596837372363515	0.06498798129745208	0.9010130102682768	0.63747714	3.615610900588032	-6.663971060559338	null
"GO:0036297"	"interstrand cross-link repair"	-1.9072793553159009	4.575372611780864	0.10678969536078195	0.8422387951199487	0.41248712	6.648921738328061	-0.8168972470822327	null
"GO:0040014"	"regulation of multicellular organism growth"	-1.3582285293460408	3.8208579894397	0.018791466000080175	0.9392424045182322	0.11182829	-4.304084206415895	4.826917574505859	null
"GO:0042551"	"neuron maturation"	-1.3946949538588904	3.8006483553639883	0.017936921315683117	0.8527775384146051	0.37703462	-5.385936696139336	-3.93511202936448	null
"GO:0043207"	"response to external biotic stimulus"	-1.4623068056326094	5.66766397807059	1.3207825607927632	0.9588141481392821	0.31902544	6.602003837199541	2.1172866145252747	null
"GO:0043484"	"regulation of RNA splicing"	-1.4691602213834796	4.806105323204325	0.18166314041594353	0.9148442926734295	0.2447136	-2.3048138822008783	5.555698016559024	null
"GO:0045824"	"negative regulation of innate immune response"	-2.585026652029182	3.9060116252714128	0.022862619081227626	0.8595914936205279	-0	-0.5163629787863643	4.697379347000814	null
"GO:0002832"	"negative regulation of response to biotic stimulus"	-1.4259687322722812	4.10615688696684	0.03624859312419152	0.8661612433195183	0.71771578	null	null	45824
"GO:0050776"	"regulation of immune response"	-1.4064924106682348	5.222586423390389	0.47397136383855343	0.8499388148973748	0.71310141	null	null	45824
"GO:0050777"	"negative regulation of immune response"	-2.0195421077239	4.153021743626138	0.04037936560192481	0.8587935101509014	0.78422838	null	null	45824
"GO:0046390"	"ribose phosphate biosynthetic process"	-2.7986028756795487	5.692326864122641	1.3979584501636921	0.8440981188410834	0.63606655	3.8095585181591334	-1.6198388684106981	null
"GO:0048678"	"response to axon injury"	-1.3629107264696694	3.6934631272195313	0.01401339721655775	0.9677189345209316	0.20651473	7.196682433933796	1.4329421917313414	null
"GO:0051169"	"nuclear transport"	-3.537602002101044	5.361457734168914	0.6525655248397686	0.985210854637235	0.00340863	-2.4576704514970764	0.946669170846028	null
"GO:0051236"	"establishment of RNA localization"	-1.7835701691237489	5.153345267743352	0.4041201431910277	0.9886378020197979	0.2482829	-1.719934646228644	0.9170582436960283	null
"GO:0051276"	"chromosome organization"	-1.747389659432627	5.581476327723591	1.0830374413217383	0.9406267031899581	0.47521183	-6.413679216313223	2.0722010306307093	null
"GO:0060361"	"flight"	-1.7366006686659978	1.5563025007672873	9.93656609764022E-05	1	-0	4.802436376897393	5.3725321057427795	null
"GO:0061437"	"renal system vasculature development"	-1.3811155150045495	3.147985320683805	0.003988821533481288	0.8345362377173328	0.69140259	-4.783032465141087	-3.7774158475722874	null
"GO:0061440"	"kidney vasculature development"	-1.696587929403258	3.147985320683805	0.003988821533481288	0.8156637719000026	0.39880112	-4.7550934034082415	-4.0849791146550345	null
"GO:0072109"	"glomerular mesangium development"	-1.4394955848049433	2.6074550232146687	0.0011469636295561854	0.8204514348173987	0.94200548	null	null	61440
"GO:0072143"	"mesangial cell development"	-1.750068243365805	2.576341350205793	0.0010674711007750636	0.829616380640844	0.97484641	null	null	61440
"GO:0072144"	"glomerular mesangial cell development"	-1.7888794587419508	2.4683473304121573	0.0008318325333167383	0.8101925183218538	0.92814104	null	null	61440
"GO:0070873"	"regulation of glycogen metabolic process"	-2.2898826348881838	4.087071205906535	0.034689971756304526	0.8689041107382047	0.11602134	-3.0135599506794155	5.680299111598461	null
"GO:0005981"	"regulation of glycogen catabolic process"	-2.187755303199631	2.7218106152125467	0.001493323933531073	0.8869269453786851	0.80008352	null	null	70873
"GO:0010907"	"positive regulation of glucose metabolic process"	-1.9507819773298183	3.5219222448835006	0.009439737792758208	0.8660323387649329	0.75431221	null	null	70873
"GO:0032881"	"regulation of polysaccharide metabolic process"	-1.8285660990569916	4.230653247179221	0.04828319417787635	0.8694272604006009	0.83322067	null	null	70873
"GO:0045913"	"positive regulation of carbohydrate metabolic process"	-1.5601937886066697	3.7209857441537393	0.01493040031642569	0.8629703412918514	0.77492681	null	null	70873
"GO:0080134"	"regulation of response to stress"	-2.2284125191187445	5.402572586971826	0.717363291871923	0.8559282457117122	0.51154079	-0.35170372903740194	5.364452259939224	null
"GO:0090131"	"mesenchyme migration"	-1.7344746647809262	2.3944516808262164	0.0007012376646048955	0.8664937922457577	0.42437507	-4.470661771875837	-4.6207935940075195	null
"GO:0097237"	"cellular response to toxic substance"	-1.4925489390980302	5.521268875598385	0.9428353327029197	0.9404794024250245	0.6236902	6.155683594475079	2.6274597617393125	null
"GO:0097746"	"blood vessel diameter maintenance"	-2.2924298239020637	4.507478060030504	0.09133407655062385	0.7929565701970167	0.63380443	-4.7858139344733175	-2.01613863269928	null
"GO:0003018"	"vascular process in circulatory system"	-1.7757259857057424	4.589212126277639	0.11024762036276074	0.8478213209799635	0.89547332	null	null	97746
"GO:0008217"	"regulation of blood pressure"	-2.1450869776921446	4.448103143768015	0.07966286991422415	0.7945044374553679	0.88236038	null	null	97746
"GO:0140694"	"membraneless organelle assembly"	-1.6445484798734826	5.501230480229787	0.9003210248994448	0.9413656670327335	0.55122949	-6.6291755019304635	2.009779371120226	null
"GO:1901700"	"response to oxygen-containing compound"	-1.6503340159033704	5.6027358787727035	1.13737342376252	0.943860101457603	0.63678519	6.092381215063328	2.8790025013799316	null
"GO:1904238"	"pericyte cell differentiation"	-1.7124221909212947	2.9360107957152097	0.002447234278904534	0.9164415819627175	0.00221617	-3.8828677740398585	-5.855270403779384	null
"GO:1904816"	"positive regulation of protein localization to chromosome, telomeric region"	-1.3304042189756866	2.1702617153949575	0.00041733577610088924	0.9259498926885873	0.41972967	2.850816723349134	5.905786505995421	null
"GO:1904872"	"regulation of telomerase RNA localization to Cajal body"	-1.5104633705179047	3.3723595825243238	0.006688728493154388	0.9348370761673063	0.10540926	2.966838967598853	5.399219173259715	null
"GO:2001244"	"positive regulation of intrinsic apoptotic signaling pathway"	-1.4415314374762052	3.823800153749878	0.018919221849906978	0.8655480194950042	0.40186641	0.6483819633972306	5.496729395876316	null
